id,country,city,title,logo,region,location
1044,United States,Jacksonville,Jacksonville University,https://www.topuniversities.com/sites/default/files/Webp.net-resizeimage-91-48x48.jpg,North America,0101000020E6100000D8817346946654C041F163CC5D5B3E40
1045,United States,University Heights,John Carroll University,https://www.topuniversities.com/sites/default/files/john-carroll-university_5c821c835c52f35d9e77fe48_small.jpg,North America,0101000020E6100000849ECDAACF6154C0D881734694BE4440
1046,United States,Wilkes-Barre,King's College,https://www.topuniversities.com/sites/default/files/kings-college_5c8222e010ca605c2739f7f9_small.jpg,North America,0101000020E6100000BF7D1D3867F852C00F0BB5A6799F4440
1047,United States,Beaumont,Lamar University,https://www.topuniversities.com/sites/default/files/Webp.net-resizeimage-86-48x48.jpg,North America,0101000020E61000000612143FC68457C010E9B7AF03073E40
1048,United States,Southfield,Lawrence Technological University,https://www.topuniversities.com/sites/default/files/lawrence-technological-university_592560cf2aeae70239af579c_small.jpg,North America,0101000020E6100000EBE2361AC0CF54C0E86A2BF6973D4540
1049,United States,Boca Raton,Lynn University,https://www.topuniversities.com/sites/default/files/Webp.net-resizeimage-94-48x48.jpg,North America,0101000020E61000008A1F63EE5A0654C0569FABADD84F3A40
1050,United States,Livonia,Madonna University,https://www.topuniversities.com/sites/default/files/madonna-university_592560cf2aeae70239af56a0_small.jpg,North America,0101000020E610000032E6AE25E4D754C099BB96900F324540
1051,United States,Purchase,Manhattanville College,https://www.topuniversities.com/sites/default/files/manhattanville-college_5c86026410ca6067ba7e02ca_small.jpg,North America,0101000020E6100000E17A14AE476D52C06ADE718A8E844440
1052,United States,Poughkeepsie,Marist College,https://www.topuniversities.com/sites/default/files/marist-college_592560cf2aeae70239af5767_small.jpg,North America,0101000020E6100000F90FE9B7AF7B52C0F853E3A59BDC4440
1053,United States,Macon,Mercer University,https://www.topuniversities.com/sites/default/files/mercer-university_592560cf2aeae70239af555d_small.jpg,North America,0101000020E6100000363CBD5296E954C08A1F63EE5A6A4040
1054,United States,New York City,Mount St Mary's College,https://www.topuniversities.com/sites/default/files/Webp.net-resizeimage-83-48x48.jpg,North America,0101000020E6100000DC4603780B7C52C0F853E3A59B6C4440
1055,United States,Rochester,Nazareth College,https://www.topuniversities.com/sites/default/files/nazareth-college_592560e89988f300e23223f7_small.jpg,North America,0101000020E61000002CD49AE61D6753C097900F7A368B4540
1056,United States,Niagara Falls,Niagara University,https://www.topuniversities.com/sites/default/files/niagara-university_592560e79988f300e23220b0_small.jpg,North America,0101000020E61000006E3480B740C253C0D3DEE00B93914540
1057,United States,San Antonio,Our Lady of the Lake University,https://www.topuniversities.com/sites/default/files/our-lady-of-the-lake-university_5c86499710ca6067ba7e0356_small.jpg,North America,0101000020E6100000FA7E6ABC749F58C0780B24287E6C3D40
1058,United States,Radford,Radford University,https://www.topuniversities.com/sites/default/files/radford-university_592560e09988f300e2320b16_small.jpg,North America,0101000020E6100000D7A3703D0A2354C0280F0BB5A6914240
1059,United States,Cortland,SUNY Cortland,https://www.topuniversities.com/sites/default/files/suny-cortland_592560e09988f300e2320b94_small.jpg,North America,0101000020E61000002BF697DD930B53C0C0EC9E3C2C4C4540
1060,United States,Plattsburgh,SUNY Plattsburgh,https://www.topuniversities.com/sites/default/files/Webp.net-resizeimage-89-48x48.jpg,North America,0101000020E6100000E7FBA9F1D25D52C0C5FEB27BF2584640
1061,United States,Potsdam,SUNY Potsdam,https://www.topuniversities.com/sites/default/files/suny-potsdam_592560e09988f300e2320baa_small.jpg,North America,0101000020E6100000174850FC18BF52C03D9B559FAB554640
1062,United States,Salisbury,Salisbury University,https://www.topuniversities.com/sites/default/files/salisbury-university_592560e09988f300e2320b10_small.jpg,North America,0101000020E61000007CF2B0506BE652C0D712F241CF2E4340
1063,United States,Huntsville,Sam Houston State University,https://www.topuniversities.com/sites/default/files/Webp.net-resizeimage-2021-04-22T140353.140-1-48x48.jpg,North America,0101000020E6100000B3EA73B515E357C0645DDC4603B83E40
1064,United States,Winchester,Shenandoah University,https://www.topuniversities.com/sites/default/files/shenandoah-university_5c86578b5c52f36812247594_small.jpg,North America,0101000020E6100000A60A4625758A53C0006F8104C5974340
1065,United States,Towson,Towson University,https://www.topuniversities.com/sites/default/files/towson-university_5c8756285c52f3048f39ab05_small.jpg,North America,0101000020E6100000DE9387855A2753C0DF4F8D976EB24340
1066,United States,Kirksville,Truman State University,https://www.topuniversities.com/sites/default/files/truman-state-university_5c875a125c52f3048e1f021d_small.jpg,North America,0101000020E61000006FF085C9542557C01B9E5E29CB184440
1067,United States,Mangilao,University of Guam,https://www.topuniversities.com/sites/default/files/university-of-guam_592560e79988f300e2321f7d_small.jpg,North America,0101000020E61000009A999999991962400000000000002B40
1068,United States,Flint,University of Michigan-Flint,https://www.topuniversities.com/sites/default/files/university-of-michigan-flint_5c876b545c52f3060f614106_small.jpg,North America,0101000020E61000000000000000EC54C09A99999999814540
1069,United States,Missoula,University of Montana Missoula,https://www.topuniversities.com/sites/default/files/university-of-montana-missoula_2260_small.jpg,North America,0101000020E6100000D7A3703D0A7F5CC0AE47E17A146E4740
1070,United States,Omaha,University of Nebraska – Omaha,https://www.topuniversities.com/sites/default/files/Webp.net-resizeimage-97-48x48.jpg,North America,0101000020E6100000158C4AEA04FC57C0705F07CE19A14440
1071,United States,Wilmington,University of North Carolina Wilmington,https://www.topuniversities.com/sites/default/files/university-of-north-carolina-wilmington_592560cf2aeae70239af57c1_small.jpg,North America,0101000020E61000003255302AA97753C0865AD3BCE31C4140
1072,United States,Grand Forks,University of North Dakota,https://www.topuniversities.com/sites/default/files/university-of-north-dakota_592560cf2aeae70239af51c4_small.jpg,North America,0101000020E6100000C3D32B65194258C0917EFB3A70F64740
1073,United States,Tampa,The University of Tampa,https://www.topuniversities.com/sites/default/files/the-university-of-tampa_592560de9988f300e23206ad_small.jpg,North America,0101000020E6100000764F1E166A9D54C01904560E2DF23B40
1074,United States,San Antonio,University of the Incarnate Word,https://www.topuniversities.com/sites/default/files/Webp.net-resizeimage-2021-04-22T142856.968-48x48.jpg,North America,0101000020E6100000A4DFBE0E9C9F58C0CDCCCCCCCC6C3D40
1075,United States,Logan,Utah State University,https://www.topuniversities.com/sites/default/files/utah-state-university-_592560cf2aeae70239af51cb_small.jpg,North America,0101000020E6100000789CA223B9F45BC07593180456DE4440
1076,United States,Waynesburg,Waynesburg University,https://www.topuniversities.com/sites/default/files/waynesburg-university_5c87729e10ca60036e108ab0_small.jpg,North America,0101000020E61000000F0BB5A6790B54C0986E1283C0F24340
1077,United States,Wichita,Wichita State University,https://www.topuniversities.com/sites/default/files/wichita-state-university_592560cf2aeae70239af51cf_small.jpg,North America,0101000020E6100000FBCBEEC9C35258C040A4DFBE0EDC4240
1078,United States,New Orleans,Xavier University of Louisiana,https://www.topuniversities.com/sites/default/files/xavier-university-of-louisiana_5c878b065c52f3048f39abf9_small.jpg,North America,0101000020E6100000C286A757CA8656C0BC96900F7AF63D40
